Institution Name,Grand total men (S2019_IS_RV  Full-time instructional tenured  professors),Grand total women (S2019_IS_RV  Full-time instructional tenured  professors),American Indian or Alaska Native men (S2019_IS_RV  Full-time instructional tenured  professors),American Indian or Alaska Native women (S2019_IS_RV  Full-time instructional tenured  professors),Asian men (S2019_IS_RV  Full-time instructional tenured  professors),Asian women (S2019_IS_RV  Full-time instructional tenured  professors),Black or African American men (S2019_IS_RV  Full-time instructional tenured  professors),Black or African American women (S2019_IS_RV  Full-time instructional tenured  professors),Hispanic or Latino men (S2019_IS_RV  Full-time instructional tenured  professors),Hispanic or Latino women (S2019_IS_RV  Full-time instructional tenured  professors),Native Hawaiian or Other Pacific Islander men (S2019_IS_RV  Full-time instructional tenured  professors),Native Hawaiian or Other Pacific Islander women (S2019_IS_RV  Full-time instructional tenured  professors),White women (S2019_IS_RV  Full-time instructional tenured  professors),White men (S2019_IS_RV  Full-time instructional tenured  professors),Two or more races men (S2019_IS_RV  Full-time instructional tenured  professors),Two or more races women (S2019_IS_RV  Full-time instructional tenured  professors),Race/ethnicity unknown men (S2019_IS_RV  Full-time instructional tenured  professors),Race/ethnicity unknown women (S2019_IS_RV  Full-time instructional tenured  professors),Nonresident alien men (S2019_IS_RV  Full-time instructional tenured  professors),Nonresident alien women (S2019_IS_RV  Full-time instructional tenured  professors),Grand total men (S2019_IS_RV  Full-time instructional tenured  associate professors),Grand total women (S2019_IS_RV  Full-time instructional tenured  associate professors),American Indian or Alaska Native men (S2019_IS_RV  Full-time instructional tenured  associate professors),American Indian or Alaska Native women (S2019_IS_RV  Full-time instructional tenured  associate professors),Asian men (S2019_IS_RV  Full-time instructional tenured  associate professors),Asian women (S2019_IS_RV  Full-time instructional tenured  associate professors),Black or African American men (S2019_IS_RV  Full-time instructional tenured  associate professors),Black or African American women (S2019_IS_RV  Full-time instructional tenured  associate professors),Hispanic or Latino men (S2019_IS_RV  Full-time instructional tenured  associate professors),Hispanic or Latino women (S2019_IS_RV  Full-time instructional tenured  associate professors),Native Hawaiian or Other Pacific Islander men (S2019_IS_RV  Full-time instructional tenured  associate professors),Native Hawaiian or Other Pacific Islander women (S2019_IS_RV  Full-time instructional tenured  associate professors),White women (S2019_IS_RV  Full-time instructional tenured  associate professors),White men (S2019_IS_RV  Full-time instructional tenured  associate professors),Two or more races men (S2019_IS_RV  Full-time instructional tenured  associate professors),Two or more races women (S2019_IS_RV  Full-time instructional tenured  associate professors),Race/ethnicity unknown men (S2019_IS_RV  Full-time instructional tenured  associate professors),Race/ethnicity unknown women (S2019_IS_RV  Full-time instructional tenured  associate professors),Nonresident alien men (S2019_IS_RV  Full-time instructional tenured  associate professors),Nonresident alien women (S2019_IS_RV  Full-time instructional tenured  associate professors),Grand total men (S2019_IS_RV  Full-time instructional tenured  assistant professors),Grand total women (S2019_IS_RV  Full-time instructional tenured  assistant professors),American Indian or Alaska Native men (S2019_IS_RV  Full-time instructional tenured  assistant professors),American Indian or Alaska Native women (S2019_IS_RV  Full-time instructional tenured  assistant professors),Asian men (S2019_IS_RV  Full-time instructional tenured  assistant professors),Asian women (S2019_IS_RV  Full-time instructional tenured  assistant professors),Black or African American men (S2019_IS_RV  Full-time instructional tenured  assistant professors),Black or African American women (S2019_IS_RV  Full-time instructional tenured  assistant professors),Hispanic or Latino men (S2019_IS_RV  Full-time instructional tenured  assistant professors),Hispanic or Latino women (S2019_IS_RV  Full-time instructional tenured  assistant professors),Native Hawaiian or Other Pacific Islander men (S2019_IS_RV  Full-time instructional tenured  assistant professors),Native Hawaiian or Other Pacific Islander women (S2019_IS_RV  Full-time instructional tenured  assistant professors),White women (S2019_IS_RV  Full-time instructional tenured  assistant professors),White men (S2019_IS_RV  Full-time instructional tenured  assistant professors),Two or more races men (S2019_IS_RV  Full-time instructional tenured  assistant professors),Two or more races women (S2019_IS_RV  Full-time instructional tenured  assistant professors),Race/ethnicity unknown men (S2019_IS_RV  Full-time instructional tenured  assistant professors),Race/ethnicity unknown women (S2019_IS_RV  Full-time instructional tenured  assistant professors),Nonresident alien men (S2019_IS_RV  Full-time instructional tenured  assistant professors),Nonresident alien women (S2019_IS_RV  Full-time instructional tenured  assistant professors),Grand total men (S2019_IS_RV  Full-time instructional tenured  instructors),Grand total women (S2019_IS_RV  Full-time instructional tenured  instructors),American Indian or Alaska Native men (S2019_IS_RV  Full-time instructional tenured  instructors),American Indian or Alaska Native women (S2019_IS_RV  Full-time instructional tenured  instructors),Asian men (S2019_IS_RV  Full-time instructional tenured  instructors),Asian women (S2019_IS_RV  Full-time instructional tenured  instructors),Black or African American men (S2019_IS_RV  Full-time instructional tenured  instructors),Black or African American women (S2019_IS_RV  Full-time instructional tenured  instructors),Hispanic or Latino men (S2019_IS_RV  Full-time instructional tenured  instructors),Hispanic or Latino women (S2019_IS_RV  Full-time instructional tenured  instructors),Native Hawaiian or Other Pacific Islander men (S2019_IS_RV  Full-time instructional tenured  instructors),Native Hawaiian or Other Pacific Islander women (S2019_IS_RV  Full-time instructional tenured  instructors),White women (S2019_IS_RV  Full-time instructional tenured  instructors),White men (S2019_IS_RV  Full-time instructional tenured  instructors),Two or more races men (S2019_IS_RV  Full-time instructional tenured  instructors),Two or more races women (S2019_IS_RV  Full-time instructional tenured  instructors),Race/ethnicity unknown men (S2019_IS_RV  Full-time instructional tenured  instructors),Race/ethnicity unknown women (S2019_IS_RV  Full-time instructional tenured  instructors),Nonresident alien men (S2019_IS_RV  Full-time instructional tenured  instructors),Nonresident alien women (S2019_IS_RV  Full-time instructional tenured  instructors),Grand total men (S2019_IS_RV  Full-time instructional tenured  lecturers),Grand total women (S2019_IS_RV  Full-time instructional tenured  lecturers),American Indian or Alaska Native men (S2019_IS_RV  Full-time instructional tenured  lecturers),American Indian or Alaska Native women (S2019_IS_RV  Full-time instructional tenured  lecturers),Asian men (S2019_IS_RV  Full-time instructional tenured  lecturers),Asian women (S2019_IS_RV  Full-time instructional tenured  lecturers),Black or African American men (S2019_IS_RV  Full-time instructional tenured  lecturers),Black or African American women (S2019_IS_RV  Full-time instructional tenured  lecturers),Hispanic or Latino men (S2019_IS_RV  Full-time instructional tenured  lecturers),Hispanic or Latino women (S2019_IS_RV  Full-time instructional tenured  lecturers),Native Hawaiian or Other Pacific Islander men (S2019_IS_RV  Full-time instructional tenured  lecturers),Native Hawaiian or Other Pacific Islander women (S2019_IS_RV  Full-time instructional tenured  lecturers),White women (S2019_IS_RV  Full-time instructional tenured  lecturers),White men (S2019_IS_RV  Full-time instructional tenured  lecturers),Two or more races men (S2019_IS_RV  Full-time instructional tenured  lecturers),Two or more races women (S2019_IS_RV  Full-time instructional tenured  lecturers),Race/ethnicity unknown men (S2019_IS_RV  Full-time instructional tenured  lecturers),Race/ethnicity unknown women (S2019_IS_RV  Full-time instructional tenured  lecturers),Nonresident alien men (S2019_IS_RV  Full-time instructional tenured  lecturers),Nonresident alien women (S2019_IS_RV  Full-time instructional tenured  lecturers),Grand total men (S2019_IS_RV  Full-time instructional tenured  no academic rank),Grand total women (S2019_IS_RV  Full-time instructional tenured  no academic rank),American Indian or Alaska Native men (S2019_IS_RV  Full-time instructional tenured  no academic rank),American Indian or Alaska Native women (S2019_IS_RV  Full-time instructional tenured  no academic rank),Asian men (S2019_IS_RV  Full-time instructional tenured  no academic rank),Asian women (S2019_IS_RV  Full-time instructional tenured  no academic rank),Black or African American men (S2019_IS_RV  Full-time instructional tenured  no academic rank),Black or African American women (S2019_IS_RV  Full-time instructional tenured  no academic rank),Hispanic or Latino men (S2019_IS_RV  Full-time instructional tenured  no academic rank),Hispanic or Latino women (S2019_IS_RV  Full-time instructional tenured  no academic rank),Native Hawaiian or Other Pacific Islander men (S2019_IS_RV  Full-time instructional tenured  no academic rank),Native Hawaiian or Other Pacific Islander women (S2019_IS_RV  Full-time instructional tenured  no academic rank),White women (S2019_IS_RV  Full-time instructional tenured  no academic rank),White men (S2019_IS_RV  Full-time instructional tenured  no academic rank),Two or more races men (S2019_IS_RV  Full-time instructional tenured  no academic rank),Two or more races women (S2019_IS_RV  Full-time instructional tenured  no academic rank),Race/ethnicity unknown men (S2019_IS_RV  Full-time instructional tenured  no academic rank),Race/ethnicity unknown women (S2019_IS_RV  Full-time instructional tenured  no academic rank),Nonresident alien men (S2019_IS_RV  Full-time instructional tenured  no academic rank),Nonresident alien women (S2019_IS_RV  Full-time instructional tenured  no academic rank)
Minnesota School of Cosmetology-Woodbury Campus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota State College Southeast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,0,0,0,0,0,0,0,0,0,0,18,18,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota State Colleges and Universities System Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota State Community and Technical College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,54,0,0,0,2,0,1,0,1,0,0,50,51,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota State University Moorhead,59,37,0,0,2,0,1,1,2,1,0,0,35,52,0,0,0,0,2,0,17,25,0,1,0,1,0,0,0,1,0,0,21,12,0,0,0,0,5,1,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota State University-Mankato,106,70,0,0,22,7,3,1,3,1,0,0,59,78,0,1,0,1,0,0,63,72,0,1,10,4,4,2,0,1,0,0,59,47,1,1,0,1,1,3,3,8,0,0,1,0,0,1,0,0,0,0,7,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minnesota West Community and Technical College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,0,0,1,0,0,0,1,0,0,0,27,26,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minot State University,19,14,0,0,1,0,0,0,0,0,0,0,14,16,0,0,2,0,0,0,9,12,0,0,0,0,1,0,0,0,0,0,12,8,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MiraCosta College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,62,0,0,0,0,6,1,10,9,0,0,41,39,1,4,7,7,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirrer Yeshiva Cent Institute,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
Misericordia University,14,12,0,0,2,0,0,0,0,1,0,0,11,10,1,0,1,0,0,0,17,17,0,0,1,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missio Theological Seminary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mission Beauty Institute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mission College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,69,0,0,3,16,2,1,2,9,0,0,39,28,0,1,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi College,46,14,0,0,1,1,0,3,1,0,0,0,10,44,0,0,0,0,0,0,19,21,0,0,0,0,1,4,0,0,0,0,17,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi College of Beauty Culture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Community College Board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Delta Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Gulf Coast Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Institute of Aesthetics Nails & Cosmetology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi State University,176,51,0,0,25,5,0,5,4,0,0,0,39,147,0,2,0,0,0,0,159,74,0,0,22,5,5,6,3,4,0,0,57,126,1,2,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi University for Women,14,27,0,0,2,0,0,3,0,1,0,0,22,12,0,1,0,0,0,0,10,5,0,0,0,1,0,1,0,0,0,0,2,10,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mississippi Valley State University,13,8,0,0,6,1,5,3,0,0,0,0,3,2,0,0,0,1,0,0,8,8,0,0,1,0,5,5,0,0,0,0,2,2,0,0,0,1,0,0,5,9,0,0,1,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Baptist University,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri College of Cosmetology North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Southern State University,34,14,0,1,1,0,2,0,0,0,0,0,13,31,0,0,0,0,0,0,12,15,0,2,1,0,2,0,0,0,0,0,12,9,0,0,0,0,0,1,4,5,0,0,0,0,1,0,0,1,0,0,4,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri State University-Springfield,152,78,2,0,19,8,4,1,3,1,0,0,64,119,3,3,2,0,0,1,75,58,0,0,3,3,1,2,4,1,0,0,50,64,2,1,0,0,1,1,2,5,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri State University-West Plains,5,2,0,0,0,0,1,0,0,0,0,0,2,4,0,0,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,5,8,0,0,0,0,0,0,1,0,0,0,8,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri University of Science and Technology,90,21,1,0,27,3,3,1,1,0,0,0,17,55,0,0,0,0,3,0,64,27,0,0,16,7,3,1,3,0,0,0,18,36,2,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Valley College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Missouri Western State University,34,14,0,0,5,1,1,0,0,0,0,0,13,27,0,0,0,0,1,0,27,21,0,0,1,1,0,0,1,0,0,0,20,24,0,0,0,0,1,0,5,1,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Hamline School of Law,18,12,0,1,1,0,1,0,0,0,0,0,11,16,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchell Technical College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchells Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitchells Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mitsu Sato Hair Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIXED Institute of Cosmetology & Barber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MKG Beauty & Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moberly Area Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mobile Technical Training,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model College of Hair Design,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Beauty Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Hairstyling Institute-Arecibo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Hairstyling Institute-Bayamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Hairstyling Institute-Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Technology School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modern Welding School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modesto Junior College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,55,0,1,1,3,2,5,4,4,0,0,37,32,0,0,2,5,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohave Community College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohawk Valley Community College,11,7,0,0,0,0,0,0,1,0,0,0,7,10,0,0,0,0,0,0,24,16,0,0,0,1,0,0,1,1,0,0,14,23,0,0,0,0,0,0,12,12,0,0,0,1,1,0,0,1,0,0,10,11,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moler Barber College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moler Hollywood Beauty Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moler-Pickens Beauty Academy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Molloy College,14,40,0,0,0,1,0,5,2,2,0,0,31,12,0,1,0,0,0,0,15,36,0,0,1,5,1,6,2,0,0,0,24,11,0,1,0,0,0,0,5,17,0,0,0,1,0,2,0,1,0,0,13,5,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monmouth College,14,15,0,0,0,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,8,2,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monmouth University,24,17,0,0,4,1,1,0,0,2,0,0,14,19,0,0,0,0,0,0,41,53,0,0,5,8,2,1,0,2,0,0,42,34,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monongalia County Technical Education Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe 2 Orleans BOCES-Center for Workforce Development,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe College,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe Community College,32,51,0,1,1,1,0,3,5,2,0,0,42,26,0,2,0,0,0,0,41,50,0,0,0,3,4,4,1,1,0,0,41,35,1,1,0,0,0,0,19,18,0,0,1,0,3,1,1,3,0,0,14,13,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monroe County Community College,5,2,0,0,1,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,5,2,0,0,1,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,12,2,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Montana Academy of Salons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
