UNITID_P,INSTNM,BRANCH,Address,City,State,ZIP,sector_cd,Sector_desc,men_total,women_total,Total,WEAPON18,DRUG18,LIQUOR18,WEAPON19,DRUG19,LIQUOR19,WEAPON20,DRUG20,LIQUOR20,FILTER18,FILTER19,FILTER20
144193001,City Colleges of Chicago-Richard J Daley College,Main Campus,7500 S PULASKI RD,CHICAGO,IL,606521299,4,"Public, 2-year",1918,3011,4929,0,0,0,0,0,0,0,0,0,1,1,1
144193002,City Colleges of Chicago-Richard J Daley College,Arturo Velasquez Institute,2800 S. Western Ave.,Chicago,IL,60608,4,"Public, 2-year",1918,3011,4929,0,0,0,0,0,0,0,0,0,1,1,1
144209001,City Colleges of Chicago-Harold Washington College,City Colleges of Chicago-Harold Washington College,30 E LAKE ST,CHICAGO,IL,606012449,4,"Public, 2-year",2597,3882,6479,0,0,0,0,0,0,0,0,0,1,1,1
144218001,City Colleges of Chicago-Wilbur Wright College,Main Campus,4300 N NARRAGANSETT,CHICAGO,IL,606341591,4,"Public, 2-year",3173,4773,7946,0,0,0,0,0,0,0,0,0,1,1,1
144218003,City Colleges of Chicago-Wilbur Wright College,Wright Humboldt Park Campus,1645 N. California,Chicago,IL,60647,4,"Public, 2-year",3173,4773,7946,0,0,0,0,0,0,0,0,0,1,1,1
144281001,Columbia College Chicago,Columbia College Chicago,600 SOUTH MICHIGAN,CHICAGO,IL,606051996,2,"Private nonprofit, 4-year or above",2763,4006,6769,0,0,0,1,1,0,0,0,0,1,1,1
144281002,Columbia College Chicago,LA Campus,"650 N. Bronson Ave., B108",Los Angeles,CA,90004,2,"Private nonprofit, 4-year or above",2763,4006,6769,0,0,0,0,0,0,0,0,0,1,1,1
144351001,Concordia University-Chicago,Main Campus,7400 AUGUSTA Street,RIVER FOREST,IL,603051499,2,"Private nonprofit, 4-year or above",2218,4273,6491,0,0,0,0,0,0,2,0,0,1,1,1
144485001,Coyne College,Main Campus,"1 North State Street, Suite 400",Chicago,IL,60602,6,"Private for-profit, 2-year",404,127,531,0,0,0,1,1,0,0,0,0,1,1,1
144500001,City Colleges of Chicago-District Office,District Office,180 N. Wabash,Chicago,IL,60601,0,Administrative Unit Only,,,,0,0,0,0,0,0,0,0,0,1,1,1
144564001,Danville Area Community College,Main Campus,2000 E MAIN ST,DANVILLE,IL,618325118,4,"Public, 2-year",922,1249,2171,0,0,0,0,0,0,0,0,0,1,1,1
144564002,Danville Area Community College,Hoopeston Higher Learning Center,947 E. Orange Street,Hoopeston,IL,609421702,4,"Public, 2-year",922,1249,2171,0,0,0,0,0,0,0,0,0,1,1,1
144573001,Tricoci University of Beauty Culture-Danville,"Tricoci University of Beauty Culture, LLC",2500 Georgetown Road,Danville,IL,61832,9,"Private for-profit, less-than 2-year",1,20,21,0,0,0,0,0,0,0,0,0,1,1,1
144740001,DePaul University,Main Campus - Lincoln Park Campus,2345 N. Sheffield,CHICAGO,IL,60614,2,"Private nonprofit, 4-year or above",10026,11896,21922,0,25,1,0,8,0,0,0,0,1,1,1
144740002,DePaul University,Loop Campus,1 E. Jackson,Chicago,IL,606042287,2,"Private nonprofit, 4-year or above",10026,11896,21922,0,0,0,0,2,0,0,0,0,1,1,1
144740008,DePaul University,Rosalind Franklin Campus,3333 Green Bay Road,North Chicago,IL,600643095,2,"Private nonprofit, 4-year or above",10026,11896,21922,0,0,0,0,0,0,0,0,0,1,1,1
144795001,Cosmetology & Spa Academy,Cosmetology and Spa Academy,700 E. TERRA COTTA,CRYSTAL LAKE,IL,60014,9,"Private for-profit, less-than 2-year",74,278,352,0,0,0,0,0,0,0,0,0,1,1,1
144795002,Cosmetology & Spa Academy,Schaumburg,142 E.Golf Rd.,Schaumburg,IL,60173,9,"Private for-profit, less-than 2-year",74,278,352,0,0,0,0,0,0,0,0,0,1,1,1
144865001,College of DuPage,Main Campus,425 Fawell Blvd.,Glen Ellyn,IL,601376599,4,"Public, 2-year",9357,11653,21010,0,3,0,0,4,0,0,0,0,1,1,1
144865002,College of DuPage,C.O.D.  Addison Center,301 S. Swift Rd,Addison,IL,60101,4,"Public, 2-year",9357,11653,21010,0,1,0,0,1,0,0,0,0,1,1,1
144865003,College of DuPage,C.O.D. Naperville Center,1223 Rickert Dr.,Naperville,IL,60540,4,"Public, 2-year",9357,11653,21010,0,0,0,0,0,0,0,0,0,1,1,1
144865004,College of DuPage,C.O.D. Westmont Center,650 Pasquinelli Dr.,Westmont,IL,60559,4,"Public, 2-year",9357,11653,21010,0,0,0,0,0,0,0,0,0,1,1,1
144865008,College of DuPage,C.O.D. Carol Stream Center,500 North Kuhn Road,Carol Stream,IL,60188,4,"Public, 2-year",9357,11653,21010,0,0,0,0,0,0,0,0,0,1,1,1
144883001,East-West University,Main Campus,816 S MICHIGAN AVE,CHICAGO,IL,60605,2,"Private nonprofit, 4-year or above",198,221,419,0,0,0,0,0,0,0,0,0,1,1,1
144892001,Eastern Illinois University,Main Campus,600 LINCOLN AVE,CHARLESTON,IL,61920,1,"Public, 4-year or above",3403,5223,8626,0,1,0,1,1,0,0,0,0,1,1,1
144944001,Elgin Community College,Spartan Drive Campus,1700 SPARTAN DR,ELGIN,IL,601237193,4,"Public, 2-year",3381,4501,7882,0,0,0,0,1,0,0,1,0,1,1,1
144944002,Elgin Community College,Center for Emergency Services,815 East Plank Road,Burlington,IL,60109,4,"Public, 2-year",3381,4501,7882,0,0,0,0,0,0,0,0,0,1,1,1
144944003,Elgin Community College,Education and Work Center,6704 Barrington Road,Hanover Park,IL,60133,4,"Public, 2-year",3381,4501,7882,0,0,0,0,0,0,0,0,0,1,1,1
144962001,Elmhurst University,Main Campus,190 S Prospect Avenue,Elmhurst,IL,601263096,2,"Private nonprofit, 4-year or above",1249,2172,3421,0,19,0,0,2,0,0,2,3,1,1,1
144971001,Eureka College,Main Campus,300 E. College Ave.,Eureka,IL,61530,2,"Private nonprofit, 4-year or above",263,248,511,0,0,1,0,0,1,0,1,0,1,1,1
145099001,"First Institute of Travel, Inc.","First Institute, Inc. - Crystal Lake",790 McHenry Avenue,Crystal Lake,IL,60014,9,"Private for-profit, less-than 2-year",15,258,273,0,0,0,0,0,0,0,0,0,1,1,1
145099002,"First Institute of Travel, Inc.",First Institute Inc - Libertyville,1139 S Milwaukee Avenue,Libertyville,IL,60048,9,"Private for-profit, less-than 2-year",15,258,273,,,,0,0,0,0,0,0,0,1,1
145239001,Fox College,Midway Campus,6640 S. Cicero,Bedford Park,IL,60638,6,"Private for-profit, 2-year",69,335,404,0,0,0,0,0,1,0,0,0,1,1,1
145239002,Fox College,Main Campus,18020 Oak Park Avenue,Tinley Park,IL,60477,6,"Private for-profit, 2-year",69,335,404,0,0,0,0,0,0,0,0,0,1,1,1
145275001,Garrett-Evangelical Theological Seminary,Main Campus,2121 SHERIDAN RD,EVANSTON,IL,602012926,2,"Private nonprofit, 4-year or above",130,153,283,0,0,0,0,0,0,0,0,0,1,1,1
145309001,Gem City College,Main Campus,700 State St,QUINCY,IL,62301,9,"Private for-profit, less-than 2-year",11,16,27,0,0,0,0,0,0,0,0,0,1,1,1
145336001,Governors State University,Main Campus,1 UNIVERSITY PKY,UNIVERSITY PARK,IL,60484,1,"Public, 4-year or above",1547,3103,4650,0,0,0,0,0,0,0,0,0,1,1,1
145354001,Graham Hospital School of Nursing,Graham Hospital School of Nursing,210 W WALNUT ST,CANTON,IL,615202497,5,"Private nonprofit, 2-year",3,60,63,0,0,0,0,0,0,0,0,0,1,1,1
145372001,Greenville University,Main Campus,315 E. COLLEGE AVE.,GREENVILLE,IL,622460159,2,"Private nonprofit, 4-year or above",504,490,994,0,0,0,0,0,0,0,0,0,1,1,1
145406001,G Skin & Beauty Institute,Main Campus,90 W Hillcrest Blvd Suite 302,Schaumburg,IL,60195,9,"Private for-profit, less-than 2-year",2,436,438,0,0,0,0,0,0,0,0,0,1,1,1
145424001,Hair Professionals Career College,Main Campus,2245 Gateway Drive,Sycamore,IL,60178,9,"Private for-profit, less-than 2-year",3,45,48,0,0,0,0,0,0,0,0,0,1,1,1
145433001,Hair Professionals School of Cosmetology,Main Campus,5460 RTE 34,OSWEGO,IL,60543,9,"Private for-profit, less-than 2-year",2,126,128,0,0,0,0,0,0,0,0,0,1,1,1
145497001,Hebrew Theological College,Main Campus,7135 N CARPENTER RD,SKOKIE,IL,60077,2,"Private nonprofit, 4-year or above",42,139,181,0,0,0,0,0,0,0,0,0,1,1,1
145521001,Highland Community College,Main Campus,2998 W PEARL CITY RD,FREEPORT,IL,610329341,4,"Public, 2-year",467,809,1276,0,0,0,0,0,0,0,0,0,1,1,1
145558001,Rosalind Franklin University of Medicine and Science,Main Campus,3333 GREEN BAY RD,NORTH CHICAGO,IL,60064,2,"Private nonprofit, 4-year or above",914,1185,2099,0,0,0,0,0,0,0,0,0,1,1,1
145600001,University of Illinois Chicago,University of Illinois at Chicago - Chicago Campus East,"601 S. Morgan St., Suite 2801, M/C102",Chicago,IL,60607,1,"Public, 4-year or above",15158,18360,33518,0,2,0,2,10,0,0,3,0,1,1,1
145600002,University of Illinois Chicago,UIC Rockford Regional Campus,1601 Parkview Avenue,Rockford,IL,61107,1,"Public, 4-year or above",15158,18360,33518,0,0,0,0,0,0,0,0,0,1,1,1
145600003,University of Illinois Chicago,UIC Peoria Regional Campus,"One Illini Drive, Box 1649",Peoria,IL,61656,1,"Public, 4-year or above",15158,18360,33518,0,0,0,0,1,0,0,1,0,1,1,1
145600004,University of Illinois Chicago,University of Illinois at Chicago - Chicago Campus West,"601 S. Morgan St., Suite 2801, M/C102",Chicago,IL,60612,1,"Public, 4-year or above",15158,18360,33518,1,1,0,1,2,0,1,0,0,1,1,1
145600005,University of Illinois Chicago,UIC Quad Cities Regional Campus,"1515 5th Ave., Suite 400",Moline,IL,61265,1,"Public, 4-year or above",15158,18360,33518,0,0,0,0,0,0,0,0,0,1,1,1
145600006,University of Illinois Chicago,UIC Urbana-Champaign Regional Campus,901 West Illinois Street,Urbana,IL,61801,1,"Public, 4-year or above",15158,18360,33518,0,0,0,0,0,1,0,0,0,1,1,1
145600007,University of Illinois Chicago,UIC Springfield Regional Campus,1 University Plaza,Springfield,IL,62703,1,"Public, 4-year or above",15158,18360,33518,0,0,0,0,0,0,0,0,0,1,1,1
145600008,University of Illinois Chicago,UIC School of Law,300 S State Street,CHICAGO,IL,60604,1,"Public, 4-year or above",15158,18360,33518,,,,0,0,0,0,0,0,0,1,1
145619001,Benedictine University,Main Campus,5700 COLLEGE RD,LISLE,IL,605320900,2,"Private nonprofit, 4-year or above",1542,2237,3779,0,4,1,0,0,4,0,0,1,1,1,1
145619005,Benedictine University,Benedictine University at Mesa,225 E. Main Street,Mesa,AZ,85201,2,"Private nonprofit, 4-year or above",1542,2237,3779,0,0,0,0,0,0,0,1,0,1,1,1
145628001,Illinois College of Optometry,Illinois College of  Optometry,3241 S MICHIGAN AVE,CHICAGO,IL,60616,2,"Private nonprofit, 4-year or above",157,374,531,0,0,0,0,0,0,0,0,0,1,1,1
145637001,University of Illinois Urbana-Champaign,Main Campus,601 E John Street,Champaign,IL,61820,1,"Public, 4-year or above",28685,23994,52679,0,14,3,0,5,2,1,1,4,1,1,1
145637003,University of Illinois Urbana-Champaign,Illini Center,200 S. Wacker Dr.,Chicago,IL,60606,1,"Public, 4-year or above",28685,23994,52679,0,0,0,0,0,0,0,0,0,1,1,1
145646001,Illinois Wesleyan University,Illinois Wesleyan University,1312 N PARK ST,BLOOMINGTON,IL,617022900,2,"Private nonprofit, 4-year or above",780,856,1636,0,0,0,0,0,0,0,0,0,1,1,1
145682001,Illinois Central College,Illinois Central College,ONE COLLEGE DR,EAST PEORIA,IL,616350001,4,"Public, 2-year",3097,4716,7813,0,0,0,0,0,0,0,0,0,1,1,1
145682003,Illinois Central College,Peoria Campus,5407 N University,Peoria,IL,61635,4,"Public, 2-year",3097,4716,7813,0,0,0,0,0,0,0,0,0,1,1,1
145682004,Illinois Central College,Pekin South Campus,225 Hanna Dr.,Pekin,IL,61635,4,"Public, 2-year",3097,4716,7813,0,0,0,0,0,0,0,0,0,1,1,1
145691001,Illinois College,Main Campus,1101 W COLLEGE AVE,JACKSONVILLE,IL,626502299,2,"Private nonprofit, 4-year or above",539,615,1154,1,2,1,0,0,0,0,0,0,1,1,1
145707001,Olney Central College,OLNEY CENTRAL COLLEGE,305 NORTH WEST ST,OLNEY,IL,62450,4,"Public, 2-year",387,519,906,0,0,0,0,0,0,0,0,0,1,1,1
145725001,Illinois Institute of Technology,Mies Campus,10 West 35th Street,CHICAGO,IL,60616,2,"Private nonprofit, 4-year or above",4013,2312,6325,0,1,0,0,0,0,0,0,0,1,1,1
145725002,Illinois Institute of Technology,Downtown Campus,565 West Adams Street,Chicago,IL,60661,2,"Private nonprofit, 4-year or above",4013,2312,6325,0,0,0,0,0,0,0,0,0,1,1,1
145725003,Illinois Institute of Technology,Rice Campus,201 East Loop Road,Wheaton,IL,60189,2,"Private nonprofit, 4-year or above",4013,2312,6325,0,0,0,0,0,0,0,0,0,1,1,1
145725004,Illinois Institute of Technology,Moffett Campus,6502 South Archer Road,Summit-Argo,IL,60501,2,"Private nonprofit, 4-year or above",4013,2312,6325,0,0,0,0,0,0,0,0,0,1,1,1
145813001,Illinois State University,Illinois State University,201 S. School St. Hovey Hall rm 421 Campus Box 1000,NORMAL,IL,617901000,1,"Public, 4-year or above",8755,11965,20720,1,30,29,1,29,15,0,16,6,1,1,1
145831001,Illinois Valley Community College,Main Campus,815 N Orlando Smith Road,Oglesby,IL,613489692,4,"Public, 2-year",1002,1411,2413,0,0,0,0,0,0,1,0,0,1,1,1
145886001,Institute for Clinical Social Work,Main Campus,1345 W Argyle,CHICAGO,IL,60640,2,"Private nonprofit, 4-year or above",23,105,128,0,0,0,0,0,0,0,0,0,1,1,1
146205001,John A Logan College,Main Campus,700 LOGAN COLLEGE ROAD,CARTERVILLE,IL,62918,4,"Public, 2-year",1283,2045,3328,0,0,0,0,0,1,1,0,0,1,1,1
146278001,John Wood Community College,John Wood Community College,1301 S. 48th St.,Quincy,IL,623058736,4,"Public, 2-year",700,1181,1881,0,0,0,0,0,0,0,0,0,1,1,1
146296001,Joliet Junior College,Main Campus,1215 HOUBOLT RD,JOLIET,IL,60431,4,"Public, 2-year",4231,6036,10267,0,3,1,0,0,0,0,0,0,1,1,1
146296002,Joliet Junior College,North Campus,1125 West 135th Street,Romeoville,IL,60446,4,"Public, 2-year",4231,6036,10267,0,0,0,0,0,0,0,0,0,1,1,1
146296003,Joliet Junior College,City Center Campus,214 N. OTTAWA STREET JOLIET IL. 60432,JOLIET,IL,60433,4,"Public, 2-year",4231,6036,10267,0,0,0,0,0,0,0,0,0,1,1,1
146296004,Joliet Junior College,Morris Campus,725 School Street,Morris,IL,60450,4,"Public, 2-year",4231,6036,10267,0,0,0,0,0,0,0,0,0,1,1,1
146296005,Joliet Junior College,Weitendorf Agricultural Facility,17840 Laraway Road,Joliet,IL,60433,4,"Public, 2-year",4231,6036,10267,0,0,0,0,0,0,0,0,0,1,1,1
146296006,Joliet Junior College,Frankfort Educational Center,201 Colorado Avenue,Frankfort Illinois,IL,60423,4,"Public, 2-year",4231,6036,10267,0,0,0,0,0,0,0,0,0,1,1,1
146339001,Judson University,Elgin Campus,1151 N STATE ST,ELGIN,IL,601231498,2,"Private nonprofit, 4-year or above",488,685,1173,0,0,0,0,0,0,0,0,0,1,1,1
146339002,Judson University,Rockford Campus,200 Y Blvd,Rockford,IL,61101,2,"Private nonprofit, 4-year or above",488,685,1173,0,0,0,0,0,0,0,0,0,1,1,1
146348001,Kankakee Community College,Main Campus,100 College Drive,Kankakee,IL,609016505,4,"Public, 2-year",800,1445,2245,0,0,0,0,0,0,0,0,0,1,1,1
146366001,Kaskaskia College,Kaskaskia College Main Campus,27210 COLLEGE RD,CENTRALIA,IL,62801,4,"Public, 2-year",1083,1702,2785,0,0,0,0,0,0,0,0,0,1,1,1
146418001,Kishwaukee College,Kishwaukee College,21193 MALTA RD,MALTA,IL,601509699,4,"Public, 2-year",1057,1569,2626,0,0,0,0,0,0,0,0,0,1,1,1
146427001,Knox College,Knox College,2 E SOUTH ST,GALESBURG,IL,614019999,2,"Private nonprofit, 4-year or above",500,654,1154,0,0,0,0,0,0,0,0,0,1,1,1
146454001,Educators of Beauty College of Cosmetology-Peru,Main Campus,3602 Marquette Rd Suite 2,Peru,IL,61354,9,"Private for-profit, less-than 2-year",1,43,44,0,0,0,0,0,0,0,0,0,1,1,1
146472001,College of Lake County,Grayslake Campus,19351 W WASHINGTON ST.,GRAYSLAKE,IL,600301198,4,"Public, 2-year",5030,6824,11854,0,0,0,2,1,0,0,0,0,1,1,1
146472002,College of Lake County,Lakeshore Campus,33 N.  Genesee St.,Waukegan,IL,600854309,4,"Public, 2-year",5030,6824,11854,0,0,0,0,0,0,0,0,0,1,1,1
146472003,College of Lake County,Southlake Education Center,1120 South Milwaukee Ave.,Vernon Hills,IL,600613195,4,"Public, 2-year",5030,6824,11854,0,0,0,0,0,0,0,0,0,1,1,1
146481001,Lake Forest College,Main Campus,555 N SHERIDAN ROAD,LAKE FOREST,IL,600452399,2,"Private nonprofit, 4-year or above",645,938,1583,0,3,29,0,1,7,0,0,1,1,1,1
146490001,Lake Forest Graduate School of Management,Main Campus,1905 W. Field Court,LAKE FOREST,IL,60045,2,"Private nonprofit, 4-year or above",183,212,395,0,0,0,0,0,0,0,0,0,1,1,1
146490002,Lake Forest Graduate School of Management,Lake Forest Graduate School - Schaumburg Campus,1300 E. Woodfield Rd. Suite 600,Schaumburg,IL,60173,2,"Private nonprofit, 4-year or above",183,212,395,0,0,0,0,0,0,0,0,0,1,1,1
146506001,Lake Land College,Lake Land College Main Campus,5001 LAKE LAND BLVD,MATTOON,IL,61938,4,"Public, 2-year",1572,2290,3862,0,0,0,0,0,0,0,2,0,1,1,1
146533001,Lakeview College of Nursing,Main Campus,903 N LOGAN AVE,DANVILLE,IL,61832,2,"Private nonprofit, 4-year or above",30,132,162,0,0,0,0,0,0,0,0,0,1,1,1
146533002,Lakeview College of Nursing,Charleston,580 West Lincoln Avenue,Charleston,IL,61920,2,"Private nonprofit, 4-year or above",30,132,162,0,0,0,0,0,0,0,0,0,1,1,1
146603001,Lewis and Clark Community College,Main Campus,5800 GODFREY RD,GODFREY,IL,62035,4,"Public, 2-year",1899,2784,4683,0,0,0,0,0,0,0,0,0,1,1,1
146612001,Lewis University,Main Campus,ONE UNIVERSITY PARKWAY,ROMEOVILLE,IL,604462200,2,"Private nonprofit, 4-year or above",2770,3667,6437,0,7,0,0,9,0,0,0,0,1,1,1
146612002,Lewis University,Lewis University at Oak Brook,1111 West 22nd Street Suite 700,Oak Brook,IL,605230406,2,"Private nonprofit, 4-year or above",2770,3667,6437,0,0,0,0,0,0,0,0,0,1,1,1
146612005,Lewis University,Lewis University at Tinley Park,18501 Maple Creek Drive,Tinley Park,IL,604772279,2,"Private nonprofit, 4-year or above",2770,3667,6437,0,0,0,0,0,0,0,0,0,1,1,1
146612008,Lewis University,Albuquerque,"2440 Louisiana Boulevard NE, Ste 100",Albuquerque,NM,871104405,2,"Private nonprofit, 4-year or above",2770,3667,6437,0,0,0,0,0,0,0,0,0,1,1,1
146612009,Lewis University,Kirtland Air Force Base,1900 Wyoming Boulevard SE,Kirtland AFB,NM,871175604,2,"Private nonprofit, 4-year or above",2770,3667,6437,0,0,0,0,0,0,0,0,0,1,1,1
146667001,Lincoln Christian University,Main Campus,100 Campus View Drive,LINCOLN,IL,626562111,2,"Private nonprofit, 4-year or above",347,234,581,0,0,0,0,0,0,0,0,0,1,1,1
146667003,Lincoln Christian University,Lincoln Christian University - Bloomington Normal,1500 North Airport Road,Normal,IL,61761,2,"Private nonprofit, 4-year or above",347,234,581,0,0,0,0,0,0,0,0,0,1,1,1
146676001,Lincoln College,Main Campus,300 KEOKUK ST,LINCOLN,IL,62656,2,"Private nonprofit, 4-year or above",425,569,994,0,2,0,0,0,0,1,0,0,1,1,1
146676002,Lincoln College,Normal Campus,715 W. Raab Rd,Normal,IL,61761,2,"Private nonprofit, 4-year or above",425,569,994,0,0,0,0,0,0,0,0,0,1,1,1
146685001,Lincoln Land Community College,Main Campus,5250 SHEPHERD RD,SPRINGFIELD,IL,627949256,4,"Public, 2-year",1847,3130,4977,0,0,1,0,0,0,0,0,0,1,1,1
146685002,Lincoln Land Community College,LLCC-Medical District,130 West Mason,Springfield,IL,62702,4,"Public, 2-year",1847,3130,4977,0,0,0,0,0,0,0,0,0,1,1,1
146685003,Lincoln Land Community College,LLCC - Taylorville,800 South Spresser,Springfield,IL,62568,4,"Public, 2-year",1847,3130,4977,0,0,0,0,0,0,0,0,0,1,1,1
146685005,Lincoln Land Community College,LLCC - Hillsboro,102 N.Main,Hillsboro,IL,62049,4,"Public, 2-year",1847,3130,4977,0,0,0,0,0,0,0,0,0,1,1,1
146685006,Lincoln Land Community College,LLCC - Jacksonville,#32 North Central Park Plaza,Jacksonville,IL,62650,4,"Public, 2-year",1847,3130,4977,0,0,0,0,0,0,0,0,0,1,1,1
146685007,Lincoln Land Community College,LLCC - Litchfield,#1 Lincoln Land Drive,Litchfield,IL,62056,4,"Public, 2-year",1847,3130,4977,0,0,0,0,0,0,0,0,0,1,1,1
146685008,Lincoln Land Community College,LLCC - Beardstown,109 White Pine Lane,Beardstown,IL,62618,4,"Public, 2-year",1847,3130,4977,0,0,0,0,0,0,0,0,0,1,1,1
146685012,Lincoln Land Community College,"Levi, Ray and Shoup, Inc. Aviation Center at LLCC Abraham Lincoln Capital Airport",815 South Airport Drive,Springfield,IL,62701,4,"Public, 2-year",1847,3130,4977,0,0,0,0,0,0,0,0,0,1,1,1
146700001,Lincoln College of Technology-Melrose Park,Main Campus,8317 W. North Ave.,Melrose Park,IL,601601605,6,"Private for-profit, 2-year",613,331,944,0,0,0,0,0,0,0,0,0,1,1,1
146719001,Loyola University Chicago,Lake Shore Campus,1032 W. Sheridan Rd.,CHICAGO,IL,60626,2,"Private nonprofit, 4-year or above",5546,11347,16893,0,0,0,0,0,0,1,0,0,1,1,1
146719002,Loyola University Chicago,Water Tower Campus,820 N. Michigan Avenue,Chicago,IL,606119810,2,"Private nonprofit, 4-year or above",5546,11347,16893,0,0,0,0,0,0,0,0,0,1,1,1
146719005,Loyola University Chicago,Medical Center,2160 South First Avenue,Maywood,IL,60153,2,"Private nonprofit, 4-year or above",5546,11347,16893,0,0,0,0,0,0,0,0,0,1,1,1
146719006,Loyola University Chicago,Rome Center,"Via Massimi 114/A. Rome, Italy 00136",Rome,,00136,2,"Private nonprofit, 4-year or above",5546,11347,16893,0,0,0,0,0,0,0,0,0,1,1,1
146719007,Loyola University Chicago,Cuneo Mansion & Gardens,1350 N. MILWAUKEE AVE,Vernon Hills,IL,60061,2,"Private nonprofit, 4-year or above",5546,11347,16893,0,0,0,0,0,0,0,0,0,1,1,1
146719008,Loyola University Chicago,LUREC,2710 S. Country Club Road,Woodstock,IL,60098,2,"Private nonprofit, 4-year or above",5546,11347,16893,0,0,0,0,0,0,0,0,0,1,1,1
146719010,Loyola University Chicago,Vietnam Center,"268 Ly Thuong Kiet, Phuong 14, Quan 10",Ho Chi Minh,,-,2,"Private nonprofit, 4-year or above",5546,11347,16893,0,0,0,0,0,0,0,0,0,1,1,1
146728001,Lutheran School of Theology at Chicago,Main Campus,1100 E 55TH ST,CHICAGO,IL,606155112,2,"Private nonprofit, 4-year or above",64,81,145,0,0,0,0,0,0,0,0,0,1,1,1
146755001,Trinity College of Nursing & Health Sciences,Main Campus,2122 25th Ave,Rock Island,IL,612011216,2,"Private nonprofit, 4-year or above",18,188,206,0,0,0,0,0,0,0,0,0,1,1,1
146807001,Steven Papageorge Hair Academy,Main Campus,3401 W Lawrence Ave,CHICAGO,IL,60625,9,"Private for-profit, less-than 2-year",7,48,55,0,0,0,0,0,0,0,0,0,1,1,1
146816001,MacCormac College,Chicago Campus,29 E. Madison,CHICAGO,IL,606024405,5,"Private nonprofit, 2-year",47,229,276,0,0,0,0,0,0,0,0,0,1,1,1
146977001,McCormick Theological Seminary,Main Campus,5460 S. University Avenue,Chicago,IL,60615,2,"Private nonprofit, 4-year or above",130,91,221,0,0,0,0,0,0,0,0,0,1,1,1
147004001,McHenry County College,Main Campus,8900 US HWY 14,CRYSTAL LAKE,IL,600122761,4,"Public, 2-year",3565,4249,7814,0,0,0,0,0,0,0,0,0,1,1,1
147004002,McHenry County College,Shah Center for Corporate Training,4100 West Shamrock Lane,McHenry,IL,60050,4,"Public, 2-year",3565,4249,7814,0,0,0,0,0,0,0,0,0,1,1,1
147013001,McKendree University,Main Campus ,701 COLLEGE RD,LEBANON,IL,622541299,2,"Private nonprofit, 4-year or above",1030,1170,2200,0,0,0,1,1,0,0,0,0,1,1,1
147031001,Meadville Lombard Theological School,Main Campus,610 S. Michigan Avenue,CHICAGO,IL,60605,2,"Private nonprofit, 4-year or above",29,54,83,0,0,0,0,0,0,0,0,0,1,1,1
147129001,Methodist College,Methodist College,7600 N. Academic Drive,Peoria,IL,61615,2,"Private nonprofit, 4-year or above",68,527,595,0,0,0,0,0,0,0,0,0,1,1,1
147244001,Millikin University,Main Campus,1184 W MAIN ST,DECATUR,IL,625222084,2,"Private nonprofit, 4-year or above",842,1140,1982,0,0,0,0,0,0,0,0,0,1,1,1
147341001,Monmouth College,Main Campus,700 E BROADWAY,MONMOUTH,IL,614621998,2,"Private nonprofit, 4-year or above",418,442,860,0,0,0,0,0,0,0,0,0,1,1,1
147369001,Moody Bible Institute,Chicago Campus,820 N LaSalle Blvd,Chicago,IL,606103284,2,"Private nonprofit, 4-year or above",1592,1278,2870,0,0,0,0,1,0,0,0,0,1,1,1
147369002,Moody Bible Institute,Spokane,6719 E Rutter Ave #68,Spokane,WA,99212,2,"Private nonprofit, 4-year or above",1592,1278,2870,0,0,0,0,0,0,0,0,0,1,1,1
147369003,Moody Bible Institute,Plymouth,41550 E. Ann Arbor Trail,Plymouth,MI,48170,2,"Private nonprofit, 4-year or above",1592,1278,2870,0,0,0,0,0,0,0,0,0,1,1,1
147378001,Moraine Valley Community College,Moraine Valley Community College,9000 W. College Parkway,PALOS HILLS,IL,604650937,4,"Public, 2-year",5058,5968,11026,0,0,0,0,0,0,0,0,0,1,1,1
147378002,Moraine Valley Community College,Southwest Education Center,17900 S. 94th Ave.,Tinley Park,IL,60487,4,"Public, 2-year",5058,5968,11026,,,,,,,0,0,0,0,0,1
147378003,Moraine Valley Community College,Education Center at Blue Island,12940 S. Western Ave.,Blue Island,IL,60406,4,"Public, 2-year",5058,5968,11026,,,,,,,0,0,0,0,0,1
147396001,Morrison Institute of Technology,Main Campus,701 PORTLAND AVE,MORRISON,IL,612702959,5,"Private nonprofit, 2-year",77,2,79,0,0,0,0,0,0,0,0,0,1,1,1
147411001,Morton College,Main Campus,3801 S CENTRAL AVE,CICERO,IL,608044398,4,"Public, 2-year",1416,2202,3618,0,0,0,1,1,0,0,0,0,1,1,1
147536001,National Louis University,Chicago Campus,122 S MICHIGAN AVE,CHICAGO,IL,60603,2,"Private nonprofit, 4-year or above",1630,5772,7402,0,0,0,0,0,0,0,0,0,1,1,1
147536005,National Louis University,Wheeling Campus,1000 Capitol Drive,Wheeling,IL,600907201,2,"Private nonprofit, 4-year or above",1630,5772,7402,0,0,0,0,0,0,0,0,0,1,1,1
147536013,National Louis University,Tampa Campus,5110 Eisenhower Blvd. Suite 102,Tampa,FL,33634,2,"Private nonprofit, 4-year or above",1630,5772,7402,0,0,0,0,0,0,0,0,0,1,1,1
147536015,National Louis University,Lisle Campus,850 Warrenville Road,Lisle,IL,605321356,2,"Private nonprofit, 4-year or above",1630,5772,7402,0,0,0,0,0,0,0,0,0,1,1,1
